关卡ID,关卡名称,随机元素种类（至少3色）,消除目标,关卡步数,3星要求,金币奖励,棋盘形状64位掩码,首次通关道具奖励
550,550,cake03|cake07|cake01|cake05|cake06|cake08|cake02,cake01-24|cake05-25,28,2450|2450|7350,165|165|490,0111111011111111111111111111111111111111111111111111111101111110,none
551,551,cake08|cake01|cake03|cake07,cake07-25|cake01-24,28,2450|2450|7350,165|165|490,0001100000111100011111101111111111111111011111100011110000011000,none
552,552,cake01|cake07|cake06|cake03|cake04|cake05|cake08,cake03-24|cake07-25,28,2450|2450|7350,165|165|490,0011110000111100111111111111111111111111111111110011110000111100,none
553,553,cake07|cake05|cake01,cake05-42,4,2100|2100|6300,140|140|420,0011110001111110111111111110011111100111111111110111111000111100,none
554,554,cake07|cake05|cake01,cake07-49,4,2450|2450|7350,165|165|490,0111111000111100000110000001100000011000000110000011110001111110,none
555,555,cake08|cake06|cake01,cake08-50,4,2500|2500|7500,170|170|500,1100001111000011110000111111111111111111110000111100001111000011,none
556,556,cake08|cake03|cake01,cake08-50,4,2500|2500|7500,170|170|500,1111100011111100011111100011111100011111000011110000011100000011,none
557,557,cake01|cake04|cake02,cake01-50,4,2500|2500|7500,170|170|500,1111000011110000111100000000000000000000000011110000111100001111,none
558,558,cake02|cake07|cake05,cake07-50,6,2500|2500|7500,170|170|500,0111111011111111111111111111111111111111111111111111111101111110,none
559,559,cake03|cake06|cake05,cake05-25|cake03-25,6,2500|2500|7500,170|170|500,0001100000111100011111101111111111111111011111100011110000011000,none
560,560,cake01|cake06|cake02|cake05|cake04,cake05-27,15,1350|1350|4050,90|90|270,0011110000111100111111111111111111111111111111110011110000111100,none
561,561,cake08|cake05|cake03|cake01|cake06|cake02,cake02-38,22,1900|1900|5700,130|130|380,0011110001111110111111111110011111100111111111110111111000111100,none
562,562,cake05|cake04|cake03|cake07|cake02,cake05-16|cake04-16|cake03-16,27,2400|2400|7200,160|160|480,0111111000111100000110000001100000011000000110000011110001111110,none
563,563,cake05|cake04|cake08|cake03|cake06|cake01,cake03-16|cake08-16|cake06-16,27,2400|2400|7200,160|160|480,1100001111000011110000111111111111111111110000111100001111000011,none
564,564,cake04|cake06|cake05|cake08,cake05-49,28,2450|2450|7350,165|165|490,1111100011111100011111100011111100011111000011110000011100000011,none
565,565,cake04|cake08|cake05|cake03,cake03-50,28,2500|2500|7500,170|170|500,1111000011110000111100000000000000000000000011110000111100001111,none
566,566,cake03|cake01|cake05|cake02,cake02-50,28,2500|2500|7500,170|170|500,0111111011111111111111111111111111111111111111111111111101111110,none
567,567,cake04|cake07|cake02|cake08|cake05|cake03,cake08-50,28,2500|2500|7500,170|170|500,0001100000111100011111101111111111111111011111100011110000011000,none
568,568,cake03|cake02|cake05|cake06|cake01|cake04|cake08,cake06-50,28,2500|2500|7500,170|170|500,0011110000111100111111111111111111111111111111110011110000111100,none
569,569,cake04|cake03|cake06|cake05|cake01,cake05-50,28,2500|2500|7500,170|170|500,0011110001111110111111111110011111100111111111110111111000111100,none
570,570,cake05|cake06|cake08|cake07|cake02|cake01|cake03,cake08-24|cake05-25,28,2450|2450|7350,165|165|490,0111111000111100000110000001100000011000000110000011110001111110,none
571,571,cake04|cake05|cake06|cake02|cake03,cake03-24|cake02-25,28,2450|2450|7350,165|165|490,1100001111000011110000111111111111111111110000111100001111000011,none
572,572,cake07|cake02|cake06|cake01|cake03,cake02-25|cake01-24,28,2450|2450|7350,165|165|490,1111100011111100011111100011111100011111000011110000011100000011,none
573,573,cake02|cake06|cake03|cake08|cake05|cake04,cake08-24|cake04-25,28,2450|2450|7350,165|165|490,1111000011110000111100000000000000000000000011110000111100001111,none
574,574,cake01|cake08|cake07|cake05|cake06,cake08-24|cake06-25,28,2450|2450|7350,165|165|490,0111111011111111111111111111111111111111111111111111111101111110,none
575,575,cake07|cake06|cake04|cake01|cake03,cake06-25|cake07-24,28,2450|2450|7350,165|165|490,0001100000111100011111101111111111111111011111100011110000011000,none
576,576,cake02|cake05|cake03|cake04|cake07|cake06|cake01,cake03-25|cake07-25,28,2500|2500|7500,170|170|500,0011110000111100111111111111111111111111111111110011110000111100,none
577,577,cake03|cake02|cake04|cake01|cake08|cake07,cake01-25|cake04-25,28,2500|2500|7500,170|170|500,0011110001111110111111111110011111100111111111110111111000111100,none
578,578,cake05|cake03|cake01,cake03-26,4,1300|1300|3900,90|90|260,0111111000111100000110000001100000011000000110000011110001111110,none
579,579,cake02|cake08|cake01,cake02-49,4,2450|2450|7350,165|165|490,1100001111000011110000111111111111111111110000111100001111000011,none
580,580,cake04|cake06|cake01,cake04-50,4,2500|2500|7500,170|170|500,1111100011111100011111100011111100011111000011110000011100000011,none
581,581,cake08|cake03|cake01,cake08-50,4,2500|2500|7500,170|170|500,1111000011110000111100000000000000000000000011110000111100001111,none
582,582,cake06|cake01|cake02,cake01-50,4,2500|2500|7500,170|170|500,0111111011111111111111111111111111111111111111111111111101111110,none
583,583,cake04|cake08|cake01,cake04-50,4,2500|2500|7500,170|170|500,0001100000111100011111101111111111111111011111100011110000011000,none
584,584,cake02|cake05|cake01,cake02-50,4,2500|2500|7500,170|170|500,0011110000111100111111111111111111111111111111110011110000111100,none
585,585,cake06|cake05|cake08,cake08-50,6,2500|2500|7500,170|170|500,0011110001111110111111111110011111100111111111110111111000111100,none
586,586,cake03|cake01|cake02,cake02-50,6,2500|2500|7500,170|170|500,0111111000111100000110000001100000011000000110000011110001111110,none
587,587,cake05|cake01|cake03|cake08|cake06|cake02,cake01-38,22,1900|1900|5700,130|130|380,1100001111000011110000111111111111111111110000111100001111000011,none
588,588,cake07|cake02|cake04|cake06,cake07-17|cake04-15|cake06-16,27,2400|2400|7200,160|160|480,1111100011111100011111100011111100011111000011110000011100000011,none
589,589,cake04|cake02|cake07|cake05,cake04-16|cake07-16|cake02-16,27,2400|2400|7200,160|160|480,1111000011110000111100000000000000000000000011110000111100001111,none
590,590,cake08|cake03|cake05|cake01|cake02|cake06|cake04,cake03-16|cake05-16|cake01-16,27,2400|2400|7200,160|160|480,0111111011111111111111111111111111111111111111111111111101111110,none
591,591,cake03|cake04|cake06|cake07,cake03-50,28,2500|2500|7500,170|170|500,0001100000111100011111101111111111111111011111100011110000011000,none
592,592,cake02|cake07|cake06|cake01,cake01-50,28,2500|2500|7500,170|170|500,0011110000111100111111111111111111111111111111110011110000111100,none
593,593,cake02|cake01|cake03|cake05|cake06|cake08,cake02-50,28,2500|2500|7500,170|170|500,0011110001111110111111111110011111100111111111110111111000111100,none
594,594,cake06|cake05|cake01|cake07|cake08,cake06-50,28,2500|2500|7500,170|170|500,0111111000111100000110000001100000011000000110000011110001111110,none
595,595,cake03|cake07|cake02|cake05|cake06|cake01|cake08,cake01-50,28,2500|2500|7500,170|170|500,1100001111000011110000111111111111111111110000111100001111000011,none
596,596,cake04|cake03|cake06|cake05|cake07|cake02,cake06-24|cake03-25,28,2450|2450|7350,165|165|490,1111100011111100011111100011111100011111000011110000011100000011,none
597,597,cake01|cake03|cake04|cake08,cake04-24|cake08-25,28,2450|2450|7350,165|165|490,1111000011110000111100000000000000000000000011110000111100001111,none
598,598,cake05|cake06|cake07|cake08|cake01|cake03|cake04,cake05-25|cake07-24,28,2450|2450|7350,165|165|490,0111111011111111111111111111111111111111111111111111111101111110,none
599,599,cake02|cake01|cake06|cake08|cake03|cake05|cake04,cake06-24|cake01-25,28,2450|2450|7350,165|165|490,0001100000111100011111101111111111111111011111100011110000011000,none
600,600,cake08|cake02|cake01|cake07|cake05,cake08-24|cake07-25,28,2450|2450|7350,165|165|490,0011110000111100111111111111111111111111111111110011110000111100,none
601,601,cake01|cake07|cake02|cake05|cake08|cake06,cake05-25|cake01-25,28,2500|2500|7500,170|170|500,0011110001111110111111111110011111100111111111110111111000111100,none
602,602,cake07|cake01|cake04|cake03|cake06|cake05,cake03-16|cake04-16|cake01-17,28,2450|2450|7350,165|165|490,0111111000111100000110000001100000011000000110000011110001111110,none
603,603,cake06|cake03|cake01,cake03-50,4,2500|2500|7500,170|170|500,1100001111000011110000111111111111111111110000111100001111000011,none
604,604,cake07|cake05|cake01,cake07-50,4,2500|2500|7500,170|170|500,1111100011111100011111100011111100011111000011110000011100000011,none
605,605,cake03|cake05|cake08,cake05-38,6,1900|1900|5700,130|130|380,1111000011110000111100000000000000000000000011110000111100001111,none
606,606,cake04|cake02|cake08,cake02-50,6,2500|2500|7500,170|170|500,0111111011111111111111111111111111111111111111111111111101111110,none
607,607,cake06|cake05|cake04,cake05-50,6,2500|2500|7500,170|170|500,0001100000111100011111101111111111111111011111100011110000011000,none
608,608,cake02|cake06|cake04,cake06-25|cake02-24,6,2450|2450|7350,165|165|490,0011110000111100111111111111111111111111111111110011110000111100,none
609,609,cake08|cake04|cake05,cake04-24|cake05-25,6,2450|2450|7350,165|165|490,0011110001111110111111111110011111100111111111110111111000111100,none
610,610,cake07|cake06|cake03|cake04|cake05,cake04-28,16,1400|1400|4200,95|95|280,0111111000111100000110000001100000011000000110000011110001111110,none
611,611,cake07|cake06|cake02|cake03|cake08|cake05,cake05-16|cake07-16|cake03-16,27,2400|2400|7200,160|160|480,1100001111000011110000111111111111111111110000111100001111000011,none
612,612,cake02|cake08|cake07|cake05|cake06|cake04|cake03,cake07-16|cake06-16|cake03-16,27,2400|2400|7200,160|160|480,1111100011111100011111100011111100011111000011110000011100000011,none
613,613,cake07|cake05|cake02|cake08|cake06,cake06-16|cake08-16|cake05-16,27,2400|2400|7200,160|160|480,1111000011110000111100000000000000000000000011110000111100001111,none
614,614,cake01|cake02|cake04|cake03|cake08|cake06,cake06-50,28,2500|2500|7500,170|170|500,0111111011111111111111111111111111111111111111111111111101111110,none
615,615,cake07|cake08|cake01|cake04|cake02|cake03|cake05,cake01-50,28,2500|2500|7500,170|170|500,0001100000111100011111101111111111111111011111100011110000011000,none
616,616,cake05|cake06|cake08|cake03|cake01|cake07,cake01-50,28,2500|2500|7500,170|170|500,0011110000111100111111111111111111111111111111110011110000111100,none
617,617,cake01|cake08|cake06|cake03|cake04|cake07,cake03-50,28,2500|2500|7500,170|170|500,0011110001111110111111111110011111100111111111110111111000111100,none
618,618,cake07|cake03|cake05|cake02|cake04,cake03-24|cake07-25,28,2450|2450|7350,165|165|490,0111111000111100000110000001100000011000000110000011110001111110,none
619,619,cake06|cake07|cake03|cake05,cake06-25|cake05-24,28,2450|2450|7350,165|165|490,1100001111000011110000111111111111111111110000111100001111000011,none
620,620,cake03|cake06|cake08|cake02|cake01,cake02-25|cake06-24,28,2450|2450|7350,165|165|490,1111100011111100011111100011111100011111000011110000011100000011,none
621,621,cake02|cake05|cake03|cake07|cake08,cake07-24|cake05-25,28,2450|2450|7350,165|165|490,1111000011110000111100000000000000000000000011110000111100001111,none
622,622,cake07|cake01|cake06|cake08|cake02,cake06-25|cake08-24,28,2450|2450|7350,165|165|490,0111111011111111111111111111111111111111111111111111111101111110,none
623,623,cake04|cake05|cake02|cake03|cake07,cake04-25|cake07-25,28,2500|2500|7500,170|170|500,0001100000111100011111101111111111111111011111100011110000011000,none
624,624,cake03|cake02|cake01|cake07|cake06|cake04,cake02-25|cake06-25,28,2500|2500|7500,170|170|500,0011110000111100111111111111111111111111111111110011110000111100,none
625,625,cake07|cake03|cake08|cake04|cake02|cake01|cake05,cake02-17|cake07-15|cake04-17,28,2450|2450|7350,165|165|490,0011110001111110111111111110011111100111111111110111111000111100,none
626,626,cake04|cake07|cake03|cake05|cake01,cake05-16|cake07-17|cake03-16,28,2450|2450|7350,165|165|490,0111111000111100000110000001100000011000000110000011110001111110,none
627,627,cake02|cake04|cake08|cake03,cake02-16|cake03-16|cake04-17,28,2450|2450|7350,165|165|490,1100001111000011110000111111111111111111110000111100001111000011,none
628,628,cake05|cake02|cake01,cake05-49,4,2450|2450|7350,165|165|490,1111100011111100011111100011111100011111000011110000011100000011,none
629,629,cake07|cake01|cake02,cake07-50,4,2500|2500|7500,170|170|500,1111000011110000111100000000000000000000000011110000111100001111,none
630,630,cake01|cake07|cake02,cake01-50,4,2500|2500|7500,170|170|500,0111111011111111111111111111111111111111111111111111111101111110,none
631,631,cake05|cake02|cake01,cake02-50,4,2500|2500|7500,170|170|500,0001100000111100011111101111111111111111011111100011110000011000,none
632,632,cake02|cake06|cake01,cake02-50,4,2500|2500|7500,170|170|500,0011110000111100111111111111111111111111111111110011110000111100,none
633,633,cake05|cake02|cake01,cake05-50,4,2500|2500|7500,170|170|500,0011110001111110111111111110011111100111111111110111111000111100,none
634,634,cake03|cake02|cake04,cake03-50,6,2500|2500|7500,170|170|500,0111111000111100000110000001100000011000000110000011110001111110,none
635,635,cake08|cake01|cake06,cake06-50,6,2500|2500|7500,170|170|500,1100001111000011110000111111111111111111110000111100001111000011,none
636,636,cake02|cake06|cake03,cake06-25|cake03-24,6,2450|2450|7350,165|165|490,1111100011111100011111100011111100011111000011110000011100000011,none
637,637,cake06|cake05|cake01,cake01-25|cake06-25,6,2500|2500|7500,170|170|500,1111000011110000111100000000000000000000000011110000111100001111,none
638,638,cake03|cake05|cake01|cake07|cake08|cake02,cake08-34,19,1700|1700|5100,115|115|340,0111111011111111111111111111111111111111111111111111111101111110,none
639,639,cake01|cake02|cake08|cake03|cake05|cake04|cake07,cake07-17|cake03-16|cake08-15,27,2400|2400|7200,160|160|480,0001100000111100011111101111111111111111011111100011110000011000,none
640,640,cake01|cake04|cake08|cake05|cake03,cake03-16|cake01-16|cake08-16,27,2400|2400|7200,160|160|480,0011110000111100111111111111111111111111111111110011110000111100,none
641,641,cake03|cake01|cake08|cake05|cake06|cake04,cake06-16|cake04-16|cake08-16,27,2400|2400|7200,160|160|480,0011110001111110111111111110011111100111111111110111111000111100,none
642,642,cake02|cake07|cake05|cake04|cake01|cake08,cake07-16|cake05-16|cake08-16,27,2400|2400|7200,160|160|480,0111111000111100000110000001100000011000000110000011110001111110,none
643,643,cake06|cake05|cake04|cake07|cake03,cake03-50,28,2500|2500|7500,170|170|500,1100001111000011110000111111111111111111110000111100001111000011,none
644,644,cake01|cake07|cake06|cake02|cake04|cake03|cake05,cake04-50,28,2500|2500|7500,170|170|500,1111100011111100011111100011111100011111000011110000011100000011,none
645,645,cake02|cake01|cake03|cake04,cake02-50,28,2500|2500|7500,170|170|500,1111000011110000111100000000000000000000000011110000111100001111,none
646,646,cake01|cake04|cake07|cake05|cake03,cake01-50,28,2500|2500|7500,170|170|500,0111111011111111111111111111111111111111111111111111111101111110,none
647,647,cake04|cake08|cake05|cake02|cake03,cake08-50,28,2500|2500|7500,170|170|500,0001100000111100011111101111111111111111011111100011110000011000,none
648,648,cake06|cake05|cake02|cake04|cake07|cake08|cake01,cake02-24|cake01-25,28,2450|2450|7350,165|165|490,0011110000111100111111111111111111111111111111110011110000111100,none
649,649,cake05|cake04|cake02|cake07|cake06|cake01|cake08,cake02-25|cake05-24,28,2450|2450|7350,165|165|490,0011110001111110111111111110011111100111111111110111111000111100,none
650,650,cake05|cake03|cake04|cake01|cake06|cake08,cake03-25|cake04-24,28,2450|2450|7350,165|165|490,0111111000111100000110000001100000011000000110000011110001111110,none
651,651,cake02|cake08|cake07|cake05|cake03|cake04|cake06,cake03-24|cake04-25,28,2450|2450|7350,165|165|490,1100001111000011110000111111111111111111110000111100001111000011,none
652,652,cake01|cake04|cake03|cake05|cake06|cake02|cake08,cake08-25|cake05-25,28,2500|2500|7500,170|170|500,1111100011111100011111100011111100011111000011110000011100000011,none
653,653,cake08|cake05|cake01,cake05-41,4,2050|2050|6150,140|140|410,1111000011110000111100000000000000000000000011110000111100001111,none
654,654,cake06|cake02|cake01,cake02-50,4,2500|2500|7500,170|170|500,0111111011111111111111111111111111111111111111111111111101111110,none
655,655,cake08|cake01|cake02,cake08-50,4,2500|2500|7500,170|170|500,0001100000111100011111101111111111111111011111100011110000011000,none
656,656,cake08|cake03|cake06,cake06-50,6,2500|2500|7500,170|170|500,0011110000111100111111111111111111111111111111110011110000111100,none
657,657,cake06|cake01|cake04,cake04-50,6,2500|2500|7500,170|170|500,0011110001111110111111111110011111100111111111110111111000111100,none
658,658,cake01|cake05|cake04,cake04-50,6,2500|2500|7500,170|170|500,0111111000111100000110000001100000011000000110000011110001111110,none
659,659,cake07|cake02|cake08,cake07-24|cake08-25,6,2450|2450|7350,165|165|490,1100001111000011110000111111111111111111110000111100001111000011,none
660,660,cake02|cake06|cake04,cake06-25|cake02-24,6,2450|2450|7350,165|165|490,1111100011111100011111100011111100011111000011110000011100000011,none
661,661,cake03|cake04|cake01,cake01-25|cake03-24,6,2450|2450|7350,165|165|490,1111000011110000111100000000000000000000000011110000111100001111,none
662,662,cake02|cake03|cake08|cake07|cake05,cake07-16|cake02-16|cake08-16,27,2400|2400|7200,160|160|480,0111111011111111111111111111111111111111111111111111111101111110,none
663,663,cake08|cake02|cake04|cake03|cake01,cake08-16|cake04-16|cake02-16,27,2400|2400|7200,160|160|480,0001100000111100011111101111111111111111011111100011110000011000,none
664,664,cake05|cake01|cake02|cake03|cake04|cake06|cake08,cake06-50,28,2500|2500|7500,170|170|500,0011110000111100111111111111111111111111111111110011110000111100,none
665,665,cake03|cake04|cake08|cake05|cake06,cake05-50,28,2500|2500|7500,170|170|500,0011110001111110111111111110011111100111111111110111111000111100,none
666,666,cake07|cake06|cake08|cake03|cake05|cake04,cake05-50,28,2500|2500|7500,170|170|500,0111111000111100000110000001100000011000000110000011110001111110,none
667,667,cake06|cake05|cake08|cake07,cake08-50,28,2500|2500|7500,170|170|500,1100001111000011110000111111111111111111110000111100001111000011,none
668,668,cake03|cake04|cake07|cake05|cake02,cake04-50,28,2500|2500|7500,170|170|500,1111100011111100011111100011111100011111000011110000011100000011,none
669,669,cake06|cake05|cake03|cake08|cake07|cake04,cake07-50,28,2500|2500|7500,170|170|500,1111000011110000111100000000000000000000000011110000111100001111,none
670,670,cake03|cake04|cake01|cake08|cake07|cake02,cake08-50,28,2500|2500|7500,170|170|500,0111111011111111111111111111111111111111111111111111111101111110,none
671,671,cake01|cake05|cake04|cake07|cake03,cake07-24|cake05-25,28,2450|2450|7350,165|165|490,0001100000111100011111101111111111111111011111100011110000011000,none
672,672,cake08|cake06|cake02|cake07|cake01|cake05|cake04,cake05-25|cake06-24,28,2450|2450|7350,165|165|490,0011110000111100111111111111111111111111111111110011110000111100,none
673,673,cake03|cake08|cake02|cake01|cake07,cake07-24|cake03-25,28,2450|2450|7350,165|165|490,0011110001111110111111111110011111100111111111110111111000111100,none
674,674,cake03|cake04|cake07|cake06,cake06-25|cake07-25,28,2500|2500|7500,170|170|500,0111111000111100000110000001100000011000000110000011110001111110,none
675,675,cake08|cake07|cake01|cake06|cake02|cake04,cake01-16|cake04-17|cake07-16,28,2450|2450|7350,165|165|490,1100001111000011110000111111111111111111110000111100001111000011,none
676,676,cake05|cake03|cake08|cake02|cake04|cake06|cake07,cake07-16|cake08-17|cake04-16,28,2450|2450|7350,165|165|490,1111100011111100011111100011111100011111000011110000011100000011,none
677,677,cake06|cake07|cake04|cake01|cake03,cake04-16|cake01-17|cake06-16,28,2450|2450|7350,165|165|490,1111000011110000111100000000000000000000000011110000111100001111,none
678,678,cake07|cake06|cake01,cake06-35,4,1750|1750|5250,120|120|350,0111111011111111111111111111111111111111111111111111111101111110,none
679,679,cake07|cake08|cake01,cake07-50,4,2500|2500|7500,170|170|500,0001100000111100011111101111111111111111011111100011110000011000,none
680,680,cake03|cake04|cake01,cake04-50,4,2500|2500|7500,170|170|500,0011110000111100111111111111111111111111111111110011110000111100,none
681,681,cake03|cake08|cake01,cake03-50,4,2500|2500|7500,170|170|500,0011110001111110111111111110011111100111111111110111111000111100,none
682,682,cake07|cake03|cake01,cake07-50,4,2500|2500|7500,170|170|500,0111111000111100000110000001100000011000000110000011110001111110,none
683,683,cake03|cake02|cake08,cake02-26,6,1300|1300|3900,90|90|260,1100001111000011110000111111111111111111110000111100001111000011,none
684,684,cake04|cake01|cake08,cake08-49,6,2450|2450|7350,165|165|490,1111100011111100011111100011111100011111000011110000011100000011,none
685,685,cake06|cake04|cake05,cake06-50,6,2500|2500|7500,170|170|500,1111000011110000111100000000000000000000000011110000111100001111,none
686,686,cake03|cake06|cake04,cake04-50,6,2500|2500|7500,170|170|500,0111111011111111111111111111111111111111111111111111111101111110,none
687,687,cake06|cake02|cake01,cake02-50,6,2500|2500|7500,170|170|500,0001100000111100011111101111111111111111011111100011110000011000,none
688,688,cake02|cake06|cake01,cake01-50,6,2500|2500|7500,170|170|500,0011110000111100111111111111111111111111111111110011110000111100,none
689,689,cake07|cake08|cake06|cake01,cake06-33,19,1650|1650|4950,110|110|330,0011110001111110111111111110011111100111111111110111111000111100,none
690,690,cake01|cake03|cake04|cake05|cake02|cake06,cake04-16|cake05-17|cake01-15,27,2400|2400|7200,160|160|480,0111111000111100000110000001100000011000000110000011110001111110,none
691,691,cake08|cake02|cake01|cake03,cake03-16|cake01-16|cake02-16,27,2400|2400|7200,160|160|480,1100001111000011110000111111111111111111110000111100001111000011,none
692,692,cake06|cake03|cake08|cake04|cake05|cake02|cake07,cake08-16|cake04-16|cake03-16,27,2400|2400|7200,160|160|480,1111100011111100011111100011111100011111000011110000011100000011,none
693,693,cake04|cake06|cake01|cake02|cake03|cake07|cake08,cake08-16|cake02-16|cake01-16,27,2400|2400|7200,160|160|480,1111000011110000111100000000000000000000000011110000111100001111,none
694,694,cake02|cake05|cake04|cake08|cake03|cake07|cake06,cake04-50,28,2500|2500|7500,170|170|500,0111111011111111111111111111111111111111111111111111111101111110,none
695,695,cake07|cake02|cake01|cake06,cake06-50,28,2500|2500|7500,170|170|500,0001100000111100011111101111111111111111011111100011110000011000,none
696,696,cake02|cake08|cake01|cake07,cake07-50,28,2500|2500|7500,170|170|500,0011110000111100111111111111111111111111111111110011110000111100,none
697,697,cake07|cake08|cake01|cake06,cake08-50,28,2500|2500|7500,170|170|500,0011110001111110111111111110011111100111111111110111111000111100,none
698,698,cake07|cake05|cake06|cake08|cake03|cake04|cake01,cake08-50,28,2500|2500|7500,170|170|500,0111111000111100000110000001100000011000000110000011110001111110,none
699,699,cake05|cake03|cake02|cake04|cake01|cake07|cake06,cake06-25|cake03-24,28,2450|2450|7350,165|165|490,1100001111000011110000111111111111111111110000111100001111000011,none
700,700,cake08|cake02|cake04|cake06|cake07|cake01|cake05,cake05-24|cake08-25,28,2450|2450|7350,165|165|490,1111100011111100011111100011111100011111000011110000011100000011,none
701,701,cake05|cake04|cake01|cake06,cake04-25|cake01-25,28,2500|2500|7500,170|170|500,1111000011110000111100000000000000000000000011110000111100001111,none
702,702,cake04|cake05|cake02|cake06|cake01|cake07,cake04-25|cake06-25,28,2500|2500|7500,170|170|500,0111111011111111111111111111111111111111111111111111111101111110,none
703,703,cake05|cake07|cake01,cake07-37,4,1850|1850|5550,125|125|370,0001100000111100011111101111111111111111011111100011110000011000,none
704,704,cake07|cake08|cake01,cake07-50,4,2500|2500|7500,170|170|500,0011110000111100111111111111111111111111111111110011110000111100,none
705,705,cake03|cake01|cake02,cake03-50,4,2500|2500|7500,170|170|500,0011110001111110111111111110011111100111111111110111111000111100,none
706,706,cake05|cake07|cake01,cake07-50,4,2500|2500|7500,170|170|500,0111111000111100000110000001100000011000000110000011110001111110,none
707,707,cake02|cake08|cake01,cake08-50,4,2500|2500|7500,170|170|500,1100001111000011110000111111111111111111110000111100001111000011,none
708,708,cake05|cake08|cake03,cake05-50,6,2500|2500|7500,170|170|500,1111100011111100011111100011111100011111000011110000011100000011,none
709,709,cake03|cake01|cake04,cake01-50,6,2500|2500|7500,170|170|500,1111000011110000111100000000000000000000000011110000111100001111,none
710,710,cake02|cake08|cake01,cake01-50,6,2500|2500|7500,170|170|500,0111111011111111111111111111111111111111111111111111111101111110,none
711,711,cake02|cake05|cake06|cake04|cake08|cake07|cake03,cake02-27,15,1350|1350|4050,90|90|270,0001100000111100011111101111111111111111011111100011110000011000,none
712,712,cake04|cake02|cake07|cake03|cake06|cake08|cake05,cake05-45,25,2250|2250|6750,150|150|450,0011110000111100111111111111111111111111111111110011110000111100,none
713,713,cake02|cake06|cake03|cake08|cake04|cake07,cake03-15|cake04-16|cake06-17,27,2400|2400|7200,160|160|480,0011110001111110111111111110011111100111111111110111111000111100,none
714,714,cake03|cake02|cake07|cake06,cake03-16|cake02-16|cake06-16,27,2400|2400|7200,160|160|480,0111111000111100000110000001100000011000000110000011110001111110,none
715,715,cake07|cake08|cake04|cake03,cake08-50,28,2500|2500|7500,170|170|500,1100001111000011110000111111111111111111110000111100001111000011,none
716,716,cake05|cake02|cake01|cake07|cake06,cake02-50,28,2500|2500|7500,170|170|500,1111100011111100011111100011111100011111000011110000011100000011,none
717,717,cake02|cake08|cake01|cake07|cake04|cake06|cake05,cake08-50,28,2500|2500|7500,170|170|500,1111000011110000111100000000000000000000000011110000111100001111,none
718,718,cake08|cake01|cake03|cake02,cake01-50,28,2500|2500|7500,170|170|500,0111111011111111111111111111111111111111111111111111111101111110,none
719,719,cake01|cake02|cake08|cake03|cake04,cake01-50,28,2500|2500|7500,170|170|500,0001100000111100011111101111111111111111011111100011110000011000,none
720,720,cake06|cake08|cake04|cake02|cake05,cake04-50,28,2500|2500|7500,170|170|500,0011110000111100111111111111111111111111111111110011110000111100,none
721,721,cake02|cake04|cake03|cake05|cake06|cake01,cake03-25|cake01-24,28,2450|2450|7350,165|165|490,0011110001111110111111111110011111100111111111110111111000111100,none
722,722,cake04|cake07|cake03|cake06|cake08|cake01|cake02,cake07-25|cake02-24,28,2450|2450|7350,165|165|490,0111111000111100000110000001100000011000000110000011110001111110,none
723,723,cake01|cake07|cake02|cake03|cake06|cake08,cake06-24|cake03-25,28,2450|2450|7350,165|165|490,1100001111000011110000111111111111111111110000111100001111000011,none
724,724,cake05|cake01|cake03|cake02|cake06|cake07|cake04,cake06-25|cake03-24,28,2450|2450|7350,165|165|490,1111100011111100011111100011111100011111000011110000011100000011,none
725,725,cake07|cake08|cake01|cake02|cake04|cake05|cake06,cake06-25|cake08-24,28,2450|2450|7350,165|165|490,1111000011110000111100000000000000000000000011110000111100001111,none
726,726,cake02|cake03|cake06|cake07|cake04|cake01|cake08,cake03-25|cake06-25,28,2500|2500|7500,170|170|500,0111111011111111111111111111111111111111111111111111111101111110,none
727,727,cake02|cake05|cake03|cake08,cake03-17|cake08-16|cake02-16,28,2450|2450|7350,165|165|490,0001100000111100011111101111111111111111011111100011110000011000,none
728,728,cake01|cake05|cake02,cake05-50,4,2500|2500|7500,170|170|500,0011110000111100111111111111111111111111111111110011110000111100,none
729,729,cake04|cake06|cake01,cake04-50,4,2500|2500|7500,170|170|500,0011110001111110111111111110011111100111111111110111111000111100,none
730,730,cake03|cake01|cake02,cake01-50,4,2500|2500|7500,170|170|500,0111111000111100000110000001100000011000000110000011110001111110,none
731,731,cake07|cake01|cake02,cake07-50,4,2500|2500|7500,170|170|500,1100001111000011110000111111111111111111110000111100001111000011,none
732,732,cake01|cake04|cake02,cake04-50,4,2500|2500|7500,170|170|500,1111100011111100011111100011111100011111000011110000011100000011,none
733,733,cake03|cake01|cake08,cake01-50,6,2500|2500|7500,170|170|500,1111000011110000111100000000000000000000000011110000111100001111,none
734,734,cake01|cake04|cake05,cake04-50,6,2500|2500|7500,170|170|500,0111111011111111111111111111111111111111111111111111111101111110,none
735,735,cake04|cake06|cake07,cake07-24|cake06-25,6,2450|2450|7350,165|165|490,0001100000111100011111101111111111111111011111100011110000011000,none
736,736,cake08|cake01|cake07,cake07-24|cake08-25,6,2450|2450|7350,165|165|490,0011110000111100111111111111111111111111111111110011110000111100,none
737,737,cake05|cake06|cake04|cake07|cake02|cake03|cake08,cake03-27,15,1350|1350|4050,90|90|270,0011110001111110111111111110011111100111111111110111111000111100,none
